"","wmon","membership_start","membership_end","fmisid","station_name","station_start","sattion_end","loc_id","loc_start","loc_end","h","lon","lat","lsm","z_oro","lsm_41r2","z_oro_41r2","lpnn"
"149",1254,1700-01-01,9999-12-31,114024,"Kotsoy","1700-01-01 00:00:00","9999-12-31 00:00:00",12012,"1700-01-01 00:00:00","9999-12-31 00:00:00",127,10.56055,62.97611,100,566.11,100,537.39,NA
"150",1257,1700-01-01,9999-12-31,114019,"Trondheim/Voll","1700-01-01 00:00:00","9999-12-31 00:00:00",12007,"1700-01-01 00:00:00","9999-12-31 00:00:00",127,10.45388,63.41055,71.6,137.92,71.6,131.16,NA
"151",1259,1700-01-01,9999-12-31,114020,"Buholmrasa Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12008,"1700-01-01 00:00:00","9999-12-31 00:00:00",18,10.455,64.40138,0,68.74,0,40.13,NA
"152",1262,1700-01-01,9999-12-31,114021,"Nordoyan Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12009,"1700-01-01 00:00:00","9999-12-31 00:00:00",33,10.54916,64.7975,0,0.15,0,0.37,NA
"153",1265,1700-01-01,9999-12-31,114022,"Tynset-Hansmoen","1700-01-01 00:00:00","9999-12-31 00:00:00",12010,"1700-01-01 00:00:00","9999-12-31 00:00:00",482,10.73194,62.26944,100,758.66,100,714.6,NA
"154",1270,1700-01-01,9999-12-31,132101,"Kvithamar","1700-01-01 00:00:00","9999-12-31 00:00:00",32317,"1700-01-01 00:00:00","9999-12-31 00:00:00",40,10.87944,63.48805,100,128.82,100,102.93,NA
"155",1271,1700-01-01,9999-12-31,114025,"Trondheim/Vernes","1700-01-01 00:00:00","9999-12-31 00:00:00",12013,"1700-01-01 00:00:00","9999-12-31 00:00:00",12,10.935,63.45916,100,184.21,100,164.54,NA
"156",1272,1700-01-01,9999-12-31,132106,"Frosta","1700-01-01 00:00:00","9999-12-31 00:00:00",32342,"1700-01-01 00:00:00","9999-12-31 00:00:00",70,10.69388,63.56555,26.2,82.91,0,76.15,NA
"157",1273,1700-01-01,9999-12-31,114059,"Selbu","1700-01-01 00:00:00","9999-12-31 00:00:00",12049,"1700-01-01 00:00:00","9999-12-31 00:00:00",160,11.0075,63.22472,100,433.96,100,398.27,NA
"159",1277,1700-01-01,9999-12-31,114027,"Steinkjer","1700-01-01 00:00:00","9999-12-31 00:00:00",12017,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,11.45055,64.02222,100,133.91,100,108.07,NA
"160",1278,1700-01-01,9999-12-31,114028,"Verdal-Reppe","1700-01-01 00:00:00","9999-12-31 00:00:00",12018,"1700-01-01 00:00:00","9999-12-31 00:00:00",81,11.67416,63.78222,100,265.05,100,280.37,NA
"162",1281,1700-01-01,9999-12-31,114060,"Namsskogan","1700-01-01 00:00:00","9999-12-31 00:00:00",12050,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,12.84583,64.74194,100,404.44,100,397.14,NA
"163",1282,1700-01-01,9999-12-31,114030,"Rorvik/Ryum","1700-01-01 00:00:00","9999-12-31 00:00:00",12020,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,11.14083,64.835,0,16.29,68,18.99,NA
"164",1287,1700-01-01,9999-12-31,114061,"Solendet","1700-01-01 00:00:00","9999-12-31 00:00:00",12051,"1700-01-01 00:00:00","9999-12-31 00:00:00",760,11.81666,62.67972,100,843.44,100,829.53,NA
"165",1288,1700-01-01,9999-12-31,114031,"Roros Ap","1700-01-01 00:00:00","9999-12-31 00:00:00",12021,"1700-01-01 00:00:00","9999-12-31 00:00:00",625,11.35166,62.57722,100,799.03,100,804.59,NA
"167",1290,1700-01-01,9999-12-31,114033,"Namsos Ap","1700-01-01 00:00:00","9999-12-31 00:00:00",12023,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,11.57055,64.47083,100,149.36,100,114.84,NA
"168",1291,1700-01-01,9999-12-31,114064,"Gartland","1700-01-01 00:00:00","9999-12-31 00:00:00",12054,"1700-01-01 00:00:00","9999-12-31 00:00:00",95,12.38361,64.53083,100,271.66,100,250.78,NA
"170",1293,1700-01-01,9999-12-31,132908,"Meraker-Egge","1700-01-01 00:00:00","9999-12-31 00:00:00",32605,"1700-01-01 00:00:00","9999-12-31 00:00:00",169,11.7275,63.41138,100,561.46,100,521.17,NA
"172",1298,1700-01-01,9999-12-31,129777,"Nordli-Holand","1700-01-01 00:00:00","9999-12-31 00:00:00",31464,"1700-01-01 00:00:00","9999-12-31 00:00:00",433,13.71777,64.44555,100,541.16,100,551.95,NA
"173",1300,1700-01-01,9999-12-31,114037,"Gullfaks C","1700-01-01 00:00:00","9999-12-31 00:00:00",12027,"1700-01-01 00:00:00","9999-12-31 00:00:00",80,2.26861,61.20416,0,-0.96,0,-0.39,NA
"174",1304,1700-01-01,9999-12-31,114038,"Ytteroyane Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12028,"1700-01-01 00:00:00","9999-12-31 00:00:00",26,4.68166,61.57166,0,5.84,0,-2.93,NA
"176",1307,1700-01-01,9999-12-31,114054,"Fedje","1700-01-01 00:00:00","9999-12-31 00:00:00",12044,"1700-01-01 00:00:00","9999-12-31 00:00:00",19,4.71972,60.78,0,-0.64,0,8.13,NA
"177",1308,1700-01-01,9999-12-31,132105,"Fureneset","1700-01-01 00:00:00","9999-12-31 00:00:00",32321,"1700-01-01 00:00:00","9999-12-31 00:00:00",7,5.04444,61.29277,23.4,98.12,77.9,67.85,NA
"178",1310,1700-01-01,9999-12-31,114040,"Floro","1700-01-01 00:00:00","9999-12-31 00:00:00",12030,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,5.02777,61.58305,0,84.84,0,57.49,NA
"179",1311,1700-01-01,9999-12-31,114041,"Bergen/Flesland","1700-01-01 00:00:00","9999-12-31 00:00:00",12031,"1700-01-01 00:00:00","9999-12-31 00:00:00",48,5.22638,60.28916,25.4,43.15,44.3,42.78,NA
"180",1314,1700-01-01,9999-12-31,149754,"Fossmark","1700-01-01 00:00:00","9999-12-31 00:00:00",37126,"1700-01-01 00:00:00","9999-12-31 00:00:00",10,5.72472,60.52055,100,440.13,100,427.01,NA
"181",1315,1700-01-01,9999-12-31,127595,"Evanger","1700-01-01 00:00:00","9999-12-31 00:00:00",30424,"1700-01-01 00:00:00","9999-12-31 00:00:00",17,6.11055,60.64694,100,680.54,100,735.49,NA
"182",1317,1700-01-01,9999-12-31,114042,"Bergen/Florida","1700-01-01 00:00:00","9999-12-31 00:00:00",12032,"1700-01-01 00:00:00","9999-12-31 00:00:00",12,5.33361,60.38305,97.9,134.64,100,131.33,NA
"183",1318,1700-01-01,9999-12-31,114055,"Sandane","1700-01-01 00:00:00","9999-12-31 00:00:00",12045,"1700-01-01 00:00:00","9999-12-31 00:00:00",51,6.18555,61.78777,100,516.12,100,510.88,NA
"184",1319,1700-01-01,9999-12-31,114043,"Takle","1700-01-01 00:00:00","9999-12-31 00:00:00",12033,"1700-01-01 00:00:00","9999-12-31 00:00:00",38,5.38055,61.02694,100,281.65,100,301.79,NA
"185",1320,1700-01-01,9999-12-31,114044,"Sandane/Anda","1700-01-01 00:00:00","9999-12-31 00:00:00",12034,"1700-01-01 00:00:00","9999-12-31 00:00:00",60,6.10444,61.82944,100,485.78,100,456.83,NA
"186",1321,1700-01-01,9999-12-31,114045,"Stryn","1700-01-01 00:00:00","9999-12-31 00:00:00",12035,"1700-01-01 00:00:00","9999-12-31 00:00:00",208,6.55833,61.91555,100,551.95,100,527.46,NA
"187",1322,1700-01-01,9999-12-31,114046,"Forde-Tefre","1700-01-01 00:00:00","9999-12-31 00:00:00",12036,"1700-01-01 00:00:00","9999-12-31 00:00:00",64,5.93305,61.46472,100,452.61,100,441.36,NA
"188",1323,1700-01-01,9999-12-31,114047,"Forde/Bringelandsasen","1700-01-01 00:00:00","9999-12-31 00:00:00",12037,"1700-01-01 00:00:00","9999-12-31 00:00:00",321,5.76,61.39111,100,444.55,100,450.92,NA
"190",1326,1700-01-01,9999-12-31,114063,"Modalen Iii","1700-01-01 00:00:00","9999-12-31 00:00:00",12053,"1700-01-01 00:00:00","9999-12-31 00:00:00",125,5.97305,60.85611,100,776.68,100,842.61,NA
"191",1327,1700-01-01,9999-12-31,114062,"Kvamskogen-Jonshogdi","1700-01-01 00:00:00","9999-12-31 00:00:00",12052,"1700-01-01 00:00:00","9999-12-31 00:00:00",455,5.96388,60.38861,100,518.74,100,547.74,NA
"193",1329,1700-01-01,9999-12-31,114056,"Kvamsoy","1700-01-01 00:00:00","9999-12-31 00:00:00",12046,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,6.27472,60.35777,82.9,469.5,100,434.06,NA
"195",1332,1700-01-01,9999-12-31,114058,"Fjaerland-Bremuseet","1700-01-01 00:00:00","9999-12-31 00:00:00",12048,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,6.76416,61.42305,100,962.29,100,974.66,NA
"196",1336,1700-01-01,9999-12-31,114051,"Voss-Bo","1700-01-01 00:00:00","9999-12-31 00:00:00",12041,"1700-01-01 00:00:00","9999-12-31 00:00:00",328,6.22194,60.64555,100,697.13,100,764.17,NA
"197",1337,1700-01-01,9999-12-31,114057,"Vossevangen","1700-01-01 00:00:00","9999-12-31 00:00:00",12047,"1700-01-01 00:00:00","9999-12-31 00:00:00",54,6.42611,60.625,100,643.93,100,701.44,NA
"198",1338,1700-01-01,9999-12-31,114052,"Vangsnes","1700-01-01 00:00:00","9999-12-31 00:00:00",12042,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,6.64694,61.17111,100,638.33,100,504.45,NA
"199",1340,1700-01-01,9999-12-31,114131,"Fet I Eidfjord","1700-01-01 00:00:00","9999-12-31 00:00:00",12121,"1700-01-01 00:00:00","9999-12-31 00:00:00",735,7.27972,60.40833,100,1133.59,100,1115.6,NA
"201",1342,1700-01-01,9999-12-31,132097,"Ullensvang","1700-01-01 00:00:00","9999-12-31 00:00:00",32313,"1700-01-01 00:00:00","9999-12-31 00:00:00",12,6.65388,60.31861,100,768.72,100,822.38,NA
"202",1344,1700-01-01,9999-12-31,114066,"Mjolfjell","1700-01-01 00:00:00","9999-12-31 00:00:00",12056,"1700-01-01 00:00:00","9999-12-31 00:00:00",695,6.93722,60.70194,100,973.91,100,1011.35,NA
"204",1346,1700-01-01,9999-12-31,133956,"Midtstova","1700-01-01 00:00:00","9999-12-31 00:00:00",33426,"1700-01-01 00:00:00","9999-12-31 00:00:00",1162,7.27694,60.65694,100,1272.39,100,1340.91,NA
"205",1347,1700-01-01,9999-12-31,114067,"Sogndal/Haukasen","1700-01-01 00:00:00","9999-12-31 00:00:00",12057,"1700-01-01 00:00:00","9999-12-31 00:00:00",497,7.14138,61.15805,100,568.81,26.4,475.75,NA
"206",1350,1700-01-01,9999-12-31,114068,"Finsevatn","1700-01-01 00:00:00","9999-12-31 00:00:00",12058,"1700-01-01 00:00:00","9999-12-31 00:00:00",1210,7.53027,60.5925,100,1362.48,100,1435.98,NA
"207",1352,1700-01-01,9999-12-31,114150,"Sandhaug","1700-01-01 00:00:00","9999-12-31 00:00:00",12144,"1700-01-01 00:00:00","9999-12-31 00:00:00",1250,7.48138,60.18388,100,1229.27,100,1265.27,NA
"208",1355,1700-01-01,9999-12-31,114069,"Laerdal Iv","1700-01-01 00:00:00","9999-12-31 00:00:00",12059,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,7.5025,61.10305,100,899.33,100,875.18,NA
"209",1356,1700-01-01,9999-12-31,100797,"Fannaraki","1700-01-01 00:00:00","9999-12-31 00:00:00",353517,"1700-01-01 00:00:00","9999-12-31 00:00:00",2062,7.90583,61.51583,100,1277.64,100,1283.63,NA
"210",1357,1700-01-01,9999-12-31,100798,"Hollekolten","1700-01-01 00:00:00","9999-12-31 00:00:00",353518,"1700-01-01 00:00:00","9999-12-31 00:00:00",807,8.5175,60.87055,100,1126.2,100,1139.34,NA
"211",1358,1700-01-01,9999-12-31,132077,"Hemsedal","1700-01-01 00:00:00","9999-12-31 00:00:00",32336,"1700-01-01 00:00:00","9999-12-31 00:00:00",604,8.59305,60.85472,100,1057.73,100,1066.06,NA
"212",1359,1700-01-01,9999-12-31,126781,"Geilo-Oldebraten","1700-01-01 00:00:00","9999-12-31 00:00:00",29461,"1700-01-01 00:00:00","9999-12-31 00:00:00",772,8.19472,60.53,100,1045.82,100,1045.95,NA
"213",1360,1700-01-01,9999-12-31,114070,"Brata-Slettom","1700-01-01 00:00:00","9999-12-31 00:00:00",12060,"1700-01-01 00:00:00","9999-12-31 00:00:00",664,7.89555,61.89638,100,1230.96,100,1216.5,NA
"214",1361,1700-01-01,9999-12-31,114151,"Grotli Iii","1700-01-01 00:00:00","9999-12-31 00:00:00",12146,"1700-01-01 00:00:00","9999-12-31 00:00:00",872,7.66361,62.01611,100,1295.81,100,1231.31,NA
"215",1362,1700-01-01,9999-12-31,132076,"Juvvasshoe","1700-01-01 00:00:00","9999-12-31 00:00:00",32335,"1700-01-01 00:00:00","9999-12-31 00:00:00",1894,8.37277,61.67777,100,1495.43,100,1520.1,NA
"216",1363,1700-01-01,9999-12-31,100799,"Dagali Ap","1700-01-01 00:00:00","9999-12-31 00:00:00",353519,"1700-01-01 00:00:00","9999-12-31 00:00:00",798,8.50111,60.41583,100,1020.96,100,983.21,NA
"217",1364,1700-01-01,9999-12-31,126742,"Filefjell","1700-01-01 00:00:00","9999-12-31 00:00:00",29276,"1700-01-01 00:00:00","9999-12-31 00:00:00",956,8.1125,61.17777,100,1271.95,100,1269.88,NA
"218",1365,1700-01-01,9999-12-31,114161,"Beitostolen Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12159,"1700-01-01 00:00:00","9999-12-31 00:00:00",965,8.92277,61.25055,100,1006.35,100,971.54,NA
"219",1366,1700-01-01,9999-12-31,114072,"Sognefjell","1700-01-01 00:00:00","9999-12-31 00:00:00",12062,"1700-01-01 00:00:00","9999-12-31 00:00:00",1413,7.99777,61.56444,100,1393.87,100,1388.87,NA
"220",1367,1700-01-01,9999-12-31,114073,"Fagernes","1700-01-01 00:00:00","9999-12-31 00:00:00",12063,"1700-01-01 00:00:00","9999-12-31 00:00:00",365,9.23666,60.98666,100,818.58,100,781.66,NA
"221",1368,1700-01-01,9999-12-31,114074,"Fagernes Leirin","1700-01-01 00:00:00","9999-12-31 00:00:00",12064,"1700-01-01 00:00:00","9999-12-31 00:00:00",822,9.29277,61.01277,100,822.58,100,784.07,NA
"222",1369,1700-01-01,9999-12-31,114132,"Abjorsbraten","1700-01-01 00:00:00","9999-12-31 00:00:00",12122,"1700-01-01 00:00:00","9999-12-31 00:00:00",639,9.29,60.91805,100,831.42,100,819.56,NA
"223",1370,1700-01-01,9999-12-31,114075,"Skabu-Storslaen","1700-01-01 00:00:00","9999-12-31 00:00:00",12065,"1700-01-01 00:00:00","9999-12-31 00:00:00",928,9.40222,61.53083,100,952.68,100,964.49,NA
"224",1371,1700-01-01,9999-12-31,132095,"Loeken I Vollbu","1700-01-01 00:00:00","9999-12-31 00:00:00",32311,"1700-01-01 00:00:00","9999-12-31 00:00:00",521,9.06305,61.12194,100,806.52,100,707.03,NA
"226",1373,1700-01-01,9999-12-31,114147,"Nesbyen-Todokk","1700-01-01 00:00:00","9999-12-31 00:00:00",12141,"1700-01-01 00:00:00","9999-12-31 00:00:00",166,9.13333,60.56666,100,816.5,100,781.54,NA
"227",1374,1700-01-01,9999-12-31,114077,"Vest-Torpa Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12067,"1700-01-01 00:00:00","9999-12-31 00:00:00",542,10.03583,60.93444,100,644.39,100,635.54,NA
"228",1375,1700-01-01,9999-12-31,114078,"Kvitfjell","1700-01-01 00:00:00","9999-12-31 00:00:00",12068,"1700-01-01 00:00:00","9999-12-31 00:00:00",1030,10.1275,61.46472,100,724.03,100,724.42,NA
"229",1376,1700-01-01,9999-12-31,114154,"Gulsvik Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12149,"1700-01-01 00:00:00","9999-12-31 00:00:00",142,9.605,60.38277,100,644.74,100,658.45,NA
"230",1378,1700-01-01,9999-12-31,114079,"Lillehammer-Saethere","1700-01-01 00:00:00","9999-12-31 00:00:00",12069,"1700-01-01 00:00:00","9999-12-31 00:00:00",240,10.47722,61.0925,100,513.03,100,487.01,NA
"232",1380,1700-01-01,9999-12-31,114081,"Venabu","1700-01-01 00:00:00","9999-12-31 00:00:00",12071,"1700-01-01 00:00:00","9999-12-31 00:00:00",930,10.10861,61.65111,100,910.5,100,895.91,NA
"233",1381,1700-01-01,9999-12-31,132081,"Oestre Toten","1700-01-01 00:00:00","9999-12-31 00:00:00",32341,"1700-01-01 00:00:00","9999-12-31 00:00:00",264,10.86833,60.70027,100,272.54,100,272.2,NA
"234",1382,1700-01-01,9999-12-31,132096,"Kise Paa Hedmark","1700-01-01 00:00:00","9999-12-31 00:00:00",32312,"1700-01-01 00:00:00","9999-12-31 00:00:00",128,10.80555,60.77333,100,275.75,100,235.99,NA
"235",1383,1700-01-01,9999-12-31,114148,"Evenstad-Dih","1700-01-01 00:00:00","9999-12-31 00:00:00",12142,"1700-01-01 00:00:00","9999-12-31 00:00:00",257,11.08027,61.42527,100,630.71,100,597.22,NA
"236",1384,1700-01-01,9999-12-31,114082,"Oslo/Gardermoen","1700-01-01 00:00:00","9999-12-31 00:00:00",12072,"1700-01-01 00:00:00","9999-12-31 00:00:00",202,11.08,60.20638,100,237.74,100,225.84,NA
"237",1385,1700-01-01,9999-12-31,114138,"Hamar","1700-01-01 00:00:00","9999-12-31 00:00:00",12129,"1700-01-01 00:00:00","9999-12-31 00:00:00",221,11.06944,60.81777,100,328.51,100,247.79,NA
"238",1386,1700-01-01,9999-12-31,114152,"Hamar Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12147,"1700-01-01 00:00:00","9999-12-31 00:00:00",132,11.0975,60.80083,100,309.38,100,230.62,NA
"239",1387,1700-01-01,9999-12-31,132098,"Faavang","1700-01-01 00:00:00","9999-12-31 00:00:00",32314,"1700-01-01 00:00:00","9999-12-31 00:00:00",200,10.18555,61.455,100,760.86,100,738.51,NA
"240",1389,1700-01-01,9999-12-31,114083,"Rena-Haugedalen","1700-01-01 00:00:00","9999-12-31 00:00:00",12073,"1700-01-01 00:00:00","9999-12-31 00:00:00",255,11.37055,61.18583,100,469.92,100,420.1,NA
"241",1392,1700-01-01,9999-12-31,114133,"Flisa Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12123,"1700-01-01 00:00:00","9999-12-31 00:00:00",185,12.01222,60.61388,100,278.62,100,244.79,NA
"242",1393,1700-01-01,9999-12-31,114084,"Drevsjo","1700-01-01 00:00:00","9999-12-31 00:00:00",12074,"1700-01-01 00:00:00","9999-12-31 00:00:00",672,12.03333,61.88972,100,740.35,100,726.09,NA
"243",1397,1700-01-01,9999-12-31,114085,"Trysil Vegstasjon","1700-01-01 00:00:00","9999-12-31 00:00:00",12075,"1700-01-01 00:00:00","9999-12-31 00:00:00",360,12.27166,61.29416,100,579.96,100,579.18,NA
"244",1400,1700-01-01,9999-12-31,136748,"Ekofisk","1700-01-01 00:00:00","9999-12-31 00:00:00",33786,"1700-01-01 00:00:00","9999-12-31 00:00:00",59,3.2,56.5,0,-0.24,0,-0.55,NA
"246",1403,1700-01-01,9999-12-31,114088,"Utsira Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12078,"1700-01-01 00:00:00","9999-12-31 00:00:00",55,4.87222,59.30638,0,2.69,0,1.81,NA
"247",1406,1700-01-01,9999-12-31,114089,"Slatteroy Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12079,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,5.06805,59.90805,0,18.23,0,13.14,NA
"248",1408,1700-01-01,9999-12-31,114090,"Haugesund/Karmoy","1700-01-01 00:00:00","9999-12-31 00:00:00",12080,"1700-01-01 00:00:00","9999-12-31 00:00:00",24,5.19777,59.34972,0,18.53,58.2,11.88,NA
"250",1411,1700-01-01,9999-12-31,114135,"Kvitsoy - Nordbo","1700-01-01 00:00:00","9999-12-31 00:00:00",12126,"1700-01-01 00:00:00","9999-12-31 00:00:00",21,5.41194,59.07027,0,7.35,0,3.97,NA
"251",1412,1700-01-01,9999-12-31,114091,"Obrestad","1700-01-01 00:00:00","9999-12-31 00:00:00",12081,"1700-01-01 00:00:00","9999-12-31 00:00:00",24,5.55527,58.65916,12.1,25.24,44.2,28.39,NA
"252",1413,1700-01-01,9999-12-31,132104,"Saerheim","1700-01-01 00:00:00","9999-12-31 00:00:00",32320,"1700-01-01 00:00:00","9999-12-31 00:00:00",87,5.65055,58.76055,100,74.11,100,68.6,NA
"253",1414,1700-01-01,9999-12-31,129631,"Rover","1700-01-01 00:00:00","9999-12-31 00:00:00",31422,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,5.07805,59.43805,0,6.51,0,0.3,NA
"254",1415,1700-01-01,9999-12-31,114092,"Stavanger/Sola","1700-01-01 00:00:00","9999-12-31 00:00:00",12082,"1700-01-01 00:00:00","9999-12-31 00:00:00",7,5.63694,58.88416,92.7,18.08,92.7,20.88,NA
"255",1416,1700-01-01,9999-12-31,114153,"Stavanger Vaaland","1700-01-01 00:00:00","9999-12-31 00:00:00",12148,"1700-01-01 00:00:00","9999-12-31 00:00:00",72,5.73,58.95694,34.4,47.27,34.4,38.13,NA
"256",1417,1700-01-01,9999-12-31,135958,"Nedre Vats","1700-01-01 00:00:00","9999-12-31 00:00:00",33543,"1700-01-01 00:00:00","9999-12-31 00:00:00",64,5.75,59.48333,86.7,182.41,100,195.45,NA
"257",1418,1700-01-01,9999-12-31,100800,"Austevoll","1700-01-01 00:00:00","9999-12-31 00:00:00",353520,"1700-01-01 00:00:00","9999-12-31 00:00:00",32,5.20583,60.01666,0,37.78,0,26.39,NA
"258",1419,1700-01-01,9999-12-31,114162,"Liarvatn","1700-01-01 00:00:00","9999-12-31 00:00:00",12160,"1700-01-01 00:00:00","9999-12-31 00:00:00",300,6.12111,59.05083,96.9,259.92,100,249.55,NA
"259",1422,1700-01-01,9999-12-31,114140,"Fister_Sigmundstad","1700-01-01 00:00:00","9999-12-31 00:00:00",12132,"1700-01-01 00:00:00","9999-12-31 00:00:00",30,6.03638,59.15972,21,211.58,80.3,171.97,NA
"261",1424,1700-01-01,9999-12-31,114095,"Sauda","1700-01-01 00:00:00","9999-12-31 00:00:00",12085,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,6.36305,59.64861,100,577.26,100,618.47,NA
"262",1425,1700-01-01,9999-12-31,114096,"Eik Hove","1700-01-01 00:00:00","9999-12-31 00:00:00",12086,"1700-01-01 00:00:00","9999-12-31 00:00:00",65,6.50033,58.50033,100,398.35,100,372.95,NA
"263",1426,1700-01-01,9999-12-31,114158,"Eigeroya","1700-01-01 00:00:00","9999-12-31 00:00:00",12156,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,5.87166,58.43527,46.9,29.83,46.9,18.75,NA
"264",1427,1700-01-01,9999-12-31,114097,"Lista Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12087,"1700-01-01 00:00:00","9999-12-31 00:00:00",14,6.56805,58.10972,0,22.9,0,13.75,NA
"266",1429,1700-01-01,9999-12-31,100801,"Roldalsfjellet","1700-01-01 00:00:00","9999-12-31 00:00:00",353521,"1700-01-01 00:00:00","9999-12-31 00:00:00",1010,6.73305,59.83138,100,1019.95,100,1010.9,NA
"267",1430,1700-01-01,9999-12-31,114157,"Mandal Iii","1700-01-01 00:00:00","9999-12-31 00:00:00",12155,"1700-01-01 00:00:00","9999-12-31 00:00:00",10,7.45166,58.02444,19.6,45.42,19.6,37.35,NA
"268",1431,1700-01-01,9999-12-31,114141,"Sirdal-Sinnes","1700-01-01 00:00:00","9999-12-31 00:00:00",12133,"1700-01-01 00:00:00","9999-12-31 00:00:00",560,6.90944,58.92277,100,828.34,100,793.44,NA
"270",1433,1700-01-01,9999-12-31,114100,"Midtlaeger","1700-01-01 00:00:00","9999-12-31 00:00:00",12090,"1700-01-01 00:00:00","9999-12-31 00:00:00",1079,6.99138,59.83361,100,1186.49,100,1224.24,NA
"271",1434,1700-01-01,9999-12-31,114101,"Vaagsli","1700-01-01 00:00:00","9999-12-31 00:00:00",12091,"1700-01-01 00:00:00","9999-12-31 00:00:00",821,7.36527,59.76611,100,1086.1,100,1051.49,NA
"273",1436,1700-01-01,9999-12-31,114102,"Lindesnes Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12092,"1700-01-01 00:00:00","9999-12-31 00:00:00",13,7.04777,57.98277,0,9.63,0,-1.01,NA
"274",1439,1700-01-01,9999-12-31,114103,"Konsmo-Hoyland","1700-01-01 00:00:00","9999-12-31 00:00:00",12093,"1700-01-01 00:00:00","9999-12-31 00:00:00",263,7.38055,58.26694,100,270.65,100,277.82,NA
"275",1440,1700-01-01,9999-12-31,132829,"Blasjo","1700-01-01 00:00:00","9999-12-31 00:00:00",32529,"1700-01-01 00:00:00","9999-12-31 00:00:00",1050,6.87333,59.34277,100,1078.77,100,1135.24,NA
"276",1441,1700-01-01,9999-12-31,129681,"Hovden-Lundane","1700-01-01 00:00:00","9999-12-31 00:00:00",31404,"1700-01-01 00:00:00","9999-12-31 00:00:00",841,7.41,59.595,100,1054.4,100,1081.97,NA
"277",1442,1700-01-01,9999-12-31,114105,"Byglandsfjord","1700-01-01 00:00:00","9999-12-31 00:00:00",12095,"1700-01-01 00:00:00","9999-12-31 00:00:00",212,7.8,58.66666,100,458.13,100,470.28,NA
"278",1444,1700-01-01,9999-12-31,132071,"Valle","1700-01-01 00:00:00","9999-12-31 00:00:00",32325,"1700-01-01 00:00:00","9999-12-31 00:00:00",302,7.53277,59.20166,100,849.51,100,857.41,NA
"280",1447,1700-01-01,9999-12-31,114142,"Hoydalsmo Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12134,"1700-01-01 00:00:00","9999-12-31 00:00:00",560,8.19916,59.49694,100,658.5,100,628.96,NA
"281",1448,1700-01-01,9999-12-31,114107,"Oksoy Lh","1700-01-01 00:00:00","9999-12-31 00:00:00",12097,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,8.05305,58.07305,0,17.78,33.6,9.88,NA
"282",1449,1700-01-01,9999-12-31,136587,"Gjerstad","1700-01-01 00:00:00","9999-12-31 00:00:00",33589,"1700-01-01 00:00:00","9999-12-31 00:00:00",32,9.02638,58.87,100,198.89,100,213.84,NA
"283",1450,1700-01-01,9999-12-31,114108,"Mosstrand Ii","1700-01-01 00:00:00","9999-12-31 00:00:00",12098,"1700-01-01 00:00:00","9999-12-31 00:00:00",977,8.17916,59.83944,100,1084.49,100,1077.5,NA
"284",1452,1700-01-01,9999-12-31,114109,"Kristiansand/Kjevik","1700-01-01 00:00:00","9999-12-31 00:00:00",12099,"1700-01-01 00:00:00","9999-12-31 00:00:00",12,8.07666,58.2,60,90.54,75.5,76.29,NA
"285",1453,1700-01-01,9999-12-31,136586,"Hynnekleiv","1700-01-01 00:00:00","9999-12-31 00:00:00",33588,"1700-01-01 00:00:00","9999-12-31 00:00:00",162,8.41611,58.60055,100,237.45,100,243.44,NA
"286",1455,1700-01-01,9999-12-31,114110,"Tveitsund","1700-01-01 00:00:00","9999-12-31 00:00:00",12100,"1700-01-01 00:00:00","9999-12-31 00:00:00",252,8.52055,59.02694,100,464.12,100,476.14,NA
