"","wmon","membership_start","membership_end","fmisid","station_name","station_start","sattion_end","loc_id","loc_start","loc_end","h","lon","lat","lsm","z_oro","lsm_41r2","z_oro_41r2","lpnn"
"12171",83967,1700-01-01,9999-12-31,123598,"Porto Alegre","1700-01-01 00:00:00","9999-12-31 00:00:00",22502,"1700-01-01 00:00:00","9999-12-31 00:00:00",47,-51.21666,-30.01666,NA,NA,NA,NA,NA
"12172",83970,1700-01-01,9999-12-31,123599,"Mostardas","1700-01-01 00:00:00","9999-12-31 00:00:00",22503,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,-50.9,-31.25,NA,NA,NA,NA,NA
"12173",83971,1700-01-01,9999-12-31,123600,"Porto Alegre (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22504,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,-51.18333,-30,NA,NA,NA,NA,NA
"12175",83980,1700-01-01,9999-12-31,123601,"Bage","1700-01-01 00:00:00","9999-12-31 00:00:00",22505,"1700-01-01 00:00:00","9999-12-31 00:00:00",242,-54.1,-31.33333,NA,NA,NA,NA,NA
"12179",83995,1700-01-01,9999-12-31,123604,"Rio Grande","1700-01-01 00:00:00","9999-12-31 00:00:00",22508,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,-52.08333,-32.01666,NA,NA,NA,NA,NA
"12180",83997,1700-01-01,9999-12-31,123605,"St.Vitoria Do Palmar","1700-01-01 00:00:00","9999-12-31 00:00:00",22509,"1700-01-01 00:00:00","9999-12-31 00:00:00",24,-53.35,-33.51666,NA,NA,NA,NA,NA
"12181",83998,1700-01-01,9999-12-31,123606,"Chui","1700-01-01 00:00:00","9999-12-31 00:00:00",22510,"1700-01-01 00:00:00","9999-12-31 00:00:00",11,-53.36666,-33.75,NA,NA,NA,NA,NA
"12182",84001,1700-01-01,9999-12-31,123607,"Baltra Aeropuerto (Galapagos)","1700-01-01 00:00:00","9999-12-31 00:00:00",22511,"1700-01-01 00:00:00","9999-12-31 00:00:00",63,-90.26583,-0.45388,NA,NA,NA,NA,NA
"12183",84008,1700-01-01,9999-12-31,123608,"San Cristobal Radiosonda (Galapagos)","1700-01-01 00:00:00","9999-12-31 00:00:00",22512,"1700-01-01 00:00:00","9999-12-31 00:00:00",8,-89.6,-0.9,NA,NA,NA,NA,NA
"12184",84010,1700-01-01,9999-12-31,126712,"San Cristobal Aeropuerto (Galapagos)","1700-01-01 00:00:00","9999-12-31 00:00:00",28503,"1700-01-01 00:00:00","9999-12-31 00:00:00",18,-89.6175,-0.91027,NA,NA,NA,NA,NA
"12186",84018,1700-01-01,9999-12-31,123610,"Esmeraldas (Tachina) Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22514,"1700-01-01 00:00:00","9999-12-31 00:00:00",10,-79.62666,0.97861,NA,NA,NA,NA,NA
"12187",84027,1700-01-01,9999-12-31,123611,"Tulcan Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22515,"1700-01-01 00:00:00","9999-12-31 00:00:00",2941,-77.70805,0.80944,NA,NA,NA,NA,NA
"12188",84036,1700-01-01,9999-12-31,126713,"San Gabriel","1700-01-01 00:00:00","9999-12-31 00:00:00",28506,"1700-01-01 00:00:00","9999-12-31 00:00:00",2860,-77.81944,0.60416,NA,NA,NA,NA,NA
"12189",84043,1700-01-01,9999-12-31,123612,"Ibarra Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22516,"1700-01-01 00:00:00","9999-12-31 00:00:00",2227,-78.13638,0.33888,NA,NA,NA,NA,NA
"12190",84045,1700-01-01,9999-12-31,126714,"Inguincho","1700-01-01 00:00:00","9999-12-31 00:00:00",28508,"1700-01-01 00:00:00","9999-12-31 00:00:00",3185,-78.73416,0.25833,NA,NA,NA,NA,NA
"12191",84050,1700-01-01,9999-12-31,126715,"La Concordia","1700-01-01 00:00:00","9999-12-31 00:00:00",28509,"1700-01-01 00:00:00","9999-12-31 00:00:00",360,-79.37138,0.02666,NA,NA,NA,NA,NA
"12192",84056,1700-01-01,9999-12-31,126716,"Tomalon","1700-01-01 00:00:00","9999-12-31 00:00:00",28510,"1700-01-01 00:00:00","9999-12-31 00:00:00",2790,-78.23333,0.03333,NA,NA,NA,NA,NA
"12193",84063,1700-01-01,9999-12-31,123613,"Nueva Loja Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22517,"1700-01-01 00:00:00","9999-12-31 00:00:00",299,-76.86944,0.09222,NA,NA,NA,NA,NA
"12194",84069,1700-01-01,9999-12-31,123614,"Santo Domingo Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22518,"1700-01-01 00:00:00","9999-12-31 00:00:00",522,-79.20861,-0.24833,NA,NA,NA,NA,NA
"12195",84071,1700-01-01,9999-12-31,123615,"Quito Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22519,"1700-01-01 00:00:00","9999-12-31 00:00:00",2805,-78.48861,-0.14111,NA,NA,NA,NA,NA
"12196",84072,1700-01-01,9999-12-31,123616,"Inaquito","1700-01-01 00:00:00","9999-12-31 00:00:00",22520,"1700-01-01 00:00:00","9999-12-31 00:00:00",2812,-78.48333,-0.16666,NA,NA,NA,NA,NA
"12197",84076,1700-01-01,9999-12-31,126717,"La Tola","1700-01-01 00:00:00","9999-12-31 00:00:00",28514,"1700-01-01 00:00:00","9999-12-31 00:00:00",2480,-78.36666,-0.22944,NA,NA,NA,NA,NA
"12198",84088,1700-01-01,9999-12-31,123617,"Izobamba","1700-01-01 00:00:00","9999-12-31 00:00:00",22521,"1700-01-01 00:00:00","9999-12-31 00:00:00",3058,-78.55,-0.36666,NA,NA,NA,NA,NA
"12199",84099,1700-01-01,9999-12-31,123618,"El Coca Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22522,"1700-01-01 00:00:00","9999-12-31 00:00:00",254,-76.98805,-0.46055,NA,NA,NA,NA,NA
"12200",84101,1700-01-01,9999-12-31,123619,"San Vicente  Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22523,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,-80.40277,-0.60777,NA,NA,NA,NA,NA
"12201",84105,1700-01-01,9999-12-31,126718,"Puerto Ila","1700-01-01 00:00:00","9999-12-31 00:00:00",28518,"1700-01-01 00:00:00","9999-12-31 00:00:00",260,-79.33888,-0.47611,NA,NA,NA,NA,NA
"12202",84117,1700-01-01,9999-12-31,123620,"Manta Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22524,"1700-01-01 00:00:00","9999-12-31 00:00:00",15,-80.67888,-0.94611,NA,NA,NA,NA,NA
"12203",84123,1700-01-01,9999-12-31,123621,"Latacunga Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22525,"1700-01-01 00:00:00","9999-12-31 00:00:00",2805,-78.61555,-0.90694,NA,NA,NA,NA,NA
"12204",84132,1700-01-01,9999-12-31,123622,"Nuevo Rocafuerte","1700-01-01 00:00:00","9999-12-31 00:00:00",22526,"1700-01-01 00:00:00","9999-12-31 00:00:00",215,-75.41666,-0.91666,NA,NA,NA,NA,NA
"12205",84135,1700-01-01,9999-12-31,123623,"Portoviejo","1700-01-01 00:00:00","9999-12-31 00:00:00",22527,"1700-01-01 00:00:00","9999-12-31 00:00:00",60,-80.465,-1.04055,NA,NA,NA,NA,NA
"12207",84140,1700-01-01,9999-12-31,123625,"Pichilingue","1700-01-01 00:00:00","9999-12-31 00:00:00",22529,"1700-01-01 00:00:00","9999-12-31 00:00:00",120,-79.46166,-1.1,NA,NA,NA,NA,NA
"12208",84143,1700-01-01,9999-12-31,123626,"Rumipamba","1700-01-01 00:00:00","9999-12-31 00:00:00",22530,"1700-01-01 00:00:00","9999-12-31 00:00:00",2628,-78.59222,-1.01805,NA,NA,NA,NA,NA
"12209",84147,1700-01-01,9999-12-31,123627,"Ambato Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22531,"1700-01-01 00:00:00","9999-12-31 00:00:00",2591,-78.57472,-1.21194,NA,NA,NA,NA,NA
"12211",84160,1700-01-01,9999-12-31,126720,"Quero Chaca","1700-01-01 00:00:00","9999-12-31 00:00:00",28526,"1700-01-01 00:00:00","9999-12-31 00:00:00",2940,-78.58333,-1.4,NA,NA,NA,NA,NA
"12212",84163,1700-01-01,9999-12-31,123629,"Shell Mera Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22533,"1700-01-01 00:00:00","9999-12-31 00:00:00",1056,-78.0625,-1.50527,NA,NA,NA,NA,NA
"12213",84176,1700-01-01,9999-12-31,123630,"Riobamba Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22534,"1700-01-01 00:00:00","9999-12-31 00:00:00",2787,-78.65694,-1.65361,NA,NA,NA,NA,NA
"12214",84179,1700-01-01,9999-12-31,123631,"Puyo","1700-01-01 00:00:00","9999-12-31 00:00:00",22535,"1700-01-01 00:00:00","9999-12-31 00:00:00",960,-77.94388,-1.5075,NA,NA,NA,NA,NA
"12215",84200,1700-01-01,9999-12-31,123632,"Salinas Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22536,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-80.98583,-2.20777,NA,NA,NA,NA,NA
"12216",84202,1700-01-01,9999-12-31,123633,"Milagro","1700-01-01 00:00:00","9999-12-31 00:00:00",22537,"1700-01-01 00:00:00","9999-12-31 00:00:00",13,-79.59916,-2.11555,NA,NA,NA,NA,NA
"12217",84203,1700-01-01,9999-12-31,123634,"Guayaquil Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22538,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-79.88388,-2.15805,NA,NA,NA,NA,NA
"12218",84204,1700-01-01,9999-12-31,126721,"Guayaquil Inamhi","1700-01-01 00:00:00","9999-12-31 00:00:00",28533,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-79.88333,-2.2,NA,NA,NA,NA,NA
"12219",84217,1700-01-01,9999-12-31,123636,"Macas Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22540,"1700-01-01 00:00:00","9999-12-31 00:00:00",1043,-78.12083,-2.29944,NA,NA,NA,NA,NA
"12220",84226,1700-01-01,9999-12-31,123637,"Canar","1700-01-01 00:00:00","9999-12-31 00:00:00",22541,"1700-01-01 00:00:00","9999-12-31 00:00:00",3083,-78.9375,-2.55138,NA,NA,NA,NA,NA
"12221",84239,1700-01-01,9999-12-31,123638,"Cuenca Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22542,"1700-01-01 00:00:00","9999-12-31 00:00:00",2532,-78.98444,-2.88944,NA,NA,NA,NA,NA
"12223",84252,1700-01-01,9999-12-31,126722,"Santa Rosa Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",28536,"1700-01-01 00:00:00","9999-12-31 00:00:00",7,-79.98388,-3.43611,NA,NA,NA,NA,NA
"12224",84265,1700-01-01,9999-12-31,123640,"Tomo Catamayo Aeropuerto","1700-01-01 00:00:00","9999-12-31 00:00:00",22544,"1700-01-01 00:00:00","9999-12-31 00:00:00",1237,-79.37194,-3.99583,NA,NA,NA,NA,NA
"12225",84270,1700-01-01,9999-12-31,123641,"Loja La Argelia","1700-01-01 00:00:00","9999-12-31 00:00:00",22545,"1700-01-01 00:00:00","9999-12-31 00:00:00",2130,-79.20111,-4.03638,NA,NA,NA,NA,NA
"12229",84370,1700-01-01,9999-12-31,123645,"Tumbes","1700-01-01 00:00:00","9999-12-31 00:00:00",22549,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,-80.38333,-3.55,NA,NA,NA,NA,NA
"12230",84377,1700-01-01,9999-12-31,123646,"Iquitos","1700-01-01 00:00:00","9999-12-31 00:00:00",22550,"1700-01-01 00:00:00","9999-12-31 00:00:00",125,-73.3,-3.78333,NA,NA,NA,NA,NA
"12232",84390,1700-01-01,9999-12-31,123648,"Talara","1700-01-01 00:00:00","9999-12-31 00:00:00",22552,"1700-01-01 00:00:00","9999-12-31 00:00:00",85,-81.25,-4.56666,NA,NA,NA,NA,NA
"12234",84401,1700-01-01,9999-12-31,123650,"Piura","1700-01-01 00:00:00","9999-12-31 00:00:00",22554,"1700-01-01 00:00:00","9999-12-31 00:00:00",49,-80.6,-5.2,NA,NA,NA,NA,NA
"12236",84410,1700-01-01,9999-12-31,125922,"Jaen","1700-01-01 00:00:00","9999-12-31 00:00:00",25424,"1700-01-01 00:00:00","9999-12-31 00:00:00",755,-78.76666,-5.58333,NA,NA,NA,NA,NA
"12238",84425,1700-01-01,9999-12-31,123653,"Yurimaguas","1700-01-01 00:00:00","9999-12-31 00:00:00",22557,"1700-01-01 00:00:00","9999-12-31 00:00:00",179,-76.11666,-5.88333,NA,NA,NA,NA,NA
"12241",84444,1700-01-01,9999-12-31,123656,"Chachapoyas","1700-01-01 00:00:00","9999-12-31 00:00:00",22560,"1700-01-01 00:00:00","9999-12-31 00:00:00",2435,-77.85,-6.2,NA,NA,NA,NA,NA
"12242",84452,1700-01-01,9999-12-31,123657,"Chiclayo","1700-01-01 00:00:00","9999-12-31 00:00:00",22561,"1700-01-01 00:00:00","9999-12-31 00:00:00",29,-79.81666,-6.78333,NA,NA,NA,NA,NA
"12243",84455,1700-01-01,9999-12-31,123658,"Tarapoto","1700-01-01 00:00:00","9999-12-31 00:00:00",22562,"1700-01-01 00:00:00","9999-12-31 00:00:00",281,-76.36666,-6.5,NA,NA,NA,NA,NA
"12244",84472,1700-01-01,9999-12-31,123659,"Cajamarca","1700-01-01 00:00:00","9999-12-31 00:00:00",22563,"1700-01-01 00:00:00","9999-12-31 00:00:00",2620,-78.48333,-7.13333,NA,NA,NA,NA,NA
"12245",84474,1700-01-01,9999-12-31,123660,"Juanjui","1700-01-01 00:00:00","9999-12-31 00:00:00",22564,"1700-01-01 00:00:00","9999-12-31 00:00:00",350,-76.71666,-7.16666,NA,NA,NA,NA,NA
"12247",84501,1700-01-01,9999-12-31,123662,"Trujillo","1700-01-01 00:00:00","9999-12-31 00:00:00",22566,"1700-01-01 00:00:00","9999-12-31 00:00:00",26,-79.1,-8.08333,NA,NA,NA,NA,NA
"12249",84515,1700-01-01,9999-12-31,123664,"Pucallpa","1700-01-01 00:00:00","9999-12-31 00:00:00",22568,"1700-01-01 00:00:00","9999-12-31 00:00:00",148,-74.56666,-8.36666,NA,NA,NA,NA,NA
"12250",84531,1700-01-01,9999-12-31,123665,"Chimbote","1700-01-01 00:00:00","9999-12-31 00:00:00",22569,"1700-01-01 00:00:00","9999-12-31 00:00:00",20,-78.51666,-9.13333,NA,NA,NA,NA,NA
"12251",84534,1700-01-01,9999-12-31,123666,"Tingo Maria","1700-01-01 00:00:00","9999-12-31 00:00:00",22570,"1700-01-01 00:00:00","9999-12-31 00:00:00",664,-76,-9.28333,NA,NA,NA,NA,NA
"12252",84542,1700-01-01,9999-12-31,123667,"Anta/Huaraz","1700-01-01 00:00:00","9999-12-31 00:00:00",22571,"1700-01-01 00:00:00","9999-12-31 00:00:00",2750,-77.6,-9.35,NA,NA,NA,NA,NA
"12255",84564,1700-01-01,9999-12-31,123670,"Huanuco","1700-01-01 00:00:00","9999-12-31 00:00:00",22574,"1700-01-01 00:00:00","9999-12-31 00:00:00",1859,-76.2,-9.86666,NA,NA,NA,NA,NA
"12262",84628,1700-01-01,9999-12-31,123675,"Lima/Callao","1700-01-01 00:00:00","9999-12-31 00:00:00",22579,"1700-01-01 00:00:00","9999-12-31 00:00:00",12,-77.11666,-12.01666,NA,NA,NA,NA,NA
"12265",84658,1700-01-01,9999-12-31,123677,"Puerto Maldonado","1700-01-01 00:00:00","9999-12-31 00:00:00",22581,"1700-01-01 00:00:00","9999-12-31 00:00:00",200,-69.21666,-12.6,NA,NA,NA,NA,NA
"12268",84673,1700-01-01,9999-12-31,123679,"Ayacucho","1700-01-01 00:00:00","9999-12-31 00:00:00",22583,"1700-01-01 00:00:00","9999-12-31 00:00:00",2740,-74.2,-13.15,NA,NA,NA,NA,NA
"12271",84686,1700-01-01,9999-12-31,123682,"Cuzco","1700-01-01 00:00:00","9999-12-31 00:00:00",22586,"1700-01-01 00:00:00","9999-12-31 00:00:00",3248,-71.93333,-13.53333,NA,NA,NA,NA,NA
"12272",84688,1700-01-01,9999-12-31,123683,"Andahualaylas","1700-01-01 00:00:00","9999-12-31 00:00:00",22587,"1700-01-01 00:00:00","9999-12-31 00:00:00",3444,-73.35,-13.7,NA,NA,NA,NA,NA
"12273",84691,1700-01-01,9999-12-31,123684,"Pisco","1700-01-01 00:00:00","9999-12-31 00:00:00",22588,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-76.21666,-13.73333,NA,NA,NA,NA,NA
"12277",84720,1700-01-01,9999-12-31,123688,"Nazca","1700-01-01 00:00:00","9999-12-31 00:00:00",22592,"1700-01-01 00:00:00","9999-12-31 00:00:00",567,-74.95,-14.85,NA,NA,NA,NA,NA
"12279",84735,1700-01-01,9999-12-31,123690,"Juliaca","1700-01-01 00:00:00","9999-12-31 00:00:00",22594,"1700-01-01 00:00:00","9999-12-31 00:00:00",3826,-70.15,-15.46666,NA,NA,NA,NA,NA
"12280",84752,1700-01-01,9999-12-31,123691,"Arequipa","1700-01-01 00:00:00","9999-12-31 00:00:00",22595,"1700-01-01 00:00:00","9999-12-31 00:00:00",2539,-71.56666,-16.33333,NA,NA,NA,NA,NA
"12282",84773,1700-01-01,9999-12-31,123693,"Ilo","1700-01-01 00:00:00","9999-12-31 00:00:00",22597,"1700-01-01 00:00:00","9999-12-31 00:00:00",9,-71.35,-17.68333,NA,NA,NA,NA,NA
"12284",84782,1700-01-01,9999-12-31,123695,"Tacna","1700-01-01 00:00:00","9999-12-31 00:00:00",22599,"1700-01-01 00:00:00","9999-12-31 00:00:00",468,-70.26666,-18.05,NA,NA,NA,NA,NA
"12287",85041,1700-01-01,9999-12-31,123697,"Cobija","1700-01-01 00:00:00","9999-12-31 00:00:00",22601,"1700-01-01 00:00:00","9999-12-31 00:00:00",235,-68.78333,-11.03333,NA,NA,NA,NA,NA
"12288",85043,1700-01-01,9999-12-31,123698,"Riberalta","1700-01-01 00:00:00","9999-12-31 00:00:00",22602,"1700-01-01 00:00:00","9999-12-31 00:00:00",141,-66.11666,-11,NA,NA,NA,NA,NA
"12289",85104,1700-01-01,9999-12-31,123699,"San Joaquin","1700-01-01 00:00:00","9999-12-31 00:00:00",22603,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,-64.81666,-13.06666,NA,NA,NA,NA,NA
"12290",85109,1700-01-01,9999-12-31,123700,"San Ramon","1700-01-01 00:00:00","9999-12-31 00:00:00",22604,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,-64.7,-13.3,NA,NA,NA,NA,NA
"12291",85114,1700-01-01,9999-12-31,123701,"Magdalena","1700-01-01 00:00:00","9999-12-31 00:00:00",22605,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,-64.11666,-13.33333,NA,NA,NA,NA,NA
"12292",85123,1700-01-01,9999-12-31,123702,"Santa Ana","1700-01-01 00:00:00","9999-12-31 00:00:00",22606,"1700-01-01 00:00:00","9999-12-31 00:00:00",144,-65.43333,-13.76666,NA,NA,NA,NA,NA
"12294",85140,1700-01-01,9999-12-31,123703,"Reyes","1700-01-01 00:00:00","9999-12-31 00:00:00",22607,"1700-01-01 00:00:00","9999-12-31 00:00:00",140,-67.38333,-14.31666,NA,NA,NA,NA,NA
"12295",85141,1700-01-01,9999-12-31,123704,"Rurrenabaque","1700-01-01 00:00:00","9999-12-31 00:00:00",22608,"1700-01-01 00:00:00","9999-12-31 00:00:00",204,-67.56666,-14.46666,NA,NA,NA,NA,NA
"12297",85152,1700-01-01,9999-12-31,123706,"San Borja","1700-01-01 00:00:00","9999-12-31 00:00:00",22610,"1700-01-01 00:00:00","9999-12-31 00:00:00",194,-66.86666,-14.86666,NA,NA,NA,NA,NA
"12298",85153,1700-01-01,9999-12-31,123707,"San Ignacio De Moxos","1700-01-01 00:00:00","9999-12-31 00:00:00",22611,"1700-01-01 00:00:00","9999-12-31 00:00:00",160,-65.6,-14.91666,NA,NA,NA,NA,NA
"12299",85154,1700-01-01,9999-12-31,123708,"Trinidad","1700-01-01 00:00:00","9999-12-31 00:00:00",22612,"1700-01-01 00:00:00","9999-12-31 00:00:00",155,-64.91666,-14.81666,NA,NA,NA,NA,NA
"12300",85175,1700-01-01,9999-12-31,123709,"Ascencion De Guarayos","1700-01-01 00:00:00","9999-12-31 00:00:00",22613,"1700-01-01 00:00:00","9999-12-31 00:00:00",247,-63.1,-15.71666,NA,NA,NA,NA,NA
"12301",85195,1700-01-01,9999-12-31,123710,"San Javier","1700-01-01 00:00:00","9999-12-31 00:00:00",22614,"1700-01-01 00:00:00","9999-12-31 00:00:00",534,-62.46666,-16.26666,NA,NA,NA,NA,NA
"12302",85196,1700-01-01,9999-12-31,123711,"Concepcion","1700-01-01 00:00:00","9999-12-31 00:00:00",22615,"1700-01-01 00:00:00","9999-12-31 00:00:00",497,-62.01666,-16.15,NA,NA,NA,NA,NA
"12303",85201,1700-01-01,9999-12-31,123712,"La Paz/Alto","1700-01-01 00:00:00","9999-12-31 00:00:00",22616,"1700-01-01 00:00:00","9999-12-31 00:00:00",4058,-68.18333,-16.51666,NA,NA,NA,NA,NA
"12304",85207,1700-01-01,9999-12-31,123713,"San Ignacio De Velasco","1700-01-01 00:00:00","9999-12-31 00:00:00",22617,"1700-01-01 00:00:00","9999-12-31 00:00:00",413,-60.96666,-16.38333,NA,NA,NA,NA,NA
"12305",85210,1700-01-01,9999-12-31,123714,"San Matias","1700-01-01 00:00:00","9999-12-31 00:00:00",22618,"1700-01-01 00:00:00","9999-12-31 00:00:00",124,-58.38333,-16.33333,NA,NA,NA,NA,NA
"12306",85223,1700-01-01,9999-12-31,123715,"Cochabamba","1700-01-01 00:00:00","9999-12-31 00:00:00",22619,"1700-01-01 00:00:00","9999-12-31 00:00:00",2548,-66.18333,-17.41666,NA,NA,NA,NA,NA
"12308",85242,1700-01-01,9999-12-31,123717,"Oruro","1700-01-01 00:00:00","9999-12-31 00:00:00",22621,"1700-01-01 00:00:00","9999-12-31 00:00:00",3072,-67.06666,-17.96666,NA,NA,NA,NA,NA
"12309",85244,1700-01-01,9999-12-31,123718,"Viru-Viru","1700-01-01 00:00:00","9999-12-31 00:00:00",22622,"1700-01-01 00:00:00","9999-12-31 00:00:00",373,-63.13333,-17.63333,NA,NA,NA,NA,NA
"12310",85245,1700-01-01,9999-12-31,123719,"Santa Cruz/El Trompillo","1700-01-01 00:00:00","9999-12-31 00:00:00",22623,"1700-01-01 00:00:00","9999-12-31 00:00:00",418,-63.18333,-17.8,NA,NA,NA,NA,NA
"12311",85247,1700-01-01,9999-12-31,123720,"San Jose De Chiquitos","1700-01-01 00:00:00","9999-12-31 00:00:00",22624,"1700-01-01 00:00:00","9999-12-31 00:00:00",284,-60.73333,-17.8,NA,NA,NA,NA,NA
"12312",85264,1700-01-01,9999-12-31,123721,"Vallegrande","1700-01-01 00:00:00","9999-12-31 00:00:00",22625,"1700-01-01 00:00:00","9999-12-31 00:00:00",1998,-64.1,-18.46666,NA,NA,NA,NA,NA
"12313",85268,1700-01-01,9999-12-31,123722,"Robore","1700-01-01 00:00:00","9999-12-31 00:00:00",22626,"1700-01-01 00:00:00","9999-12-31 00:00:00",276,-59.76666,-18.31666,NA,NA,NA,NA,NA
"12314",85283,1700-01-01,9999-12-31,123723,"Sucre","1700-01-01 00:00:00","9999-12-31 00:00:00",22627,"1700-01-01 00:00:00","9999-12-31 00:00:00",2904,-65.3,-19.01666,NA,NA,NA,NA,NA
"12315",85289,1700-01-01,9999-12-31,123724,"Puerto Suarez","1700-01-01 00:00:00","9999-12-31 00:00:00",22628,"1700-01-01 00:00:00","9999-12-31 00:00:00",134,-57.81666,-18.98333,NA,NA,NA,NA,NA
"12316",85293,1700-01-01,9999-12-31,123725,"Potosi","1700-01-01 00:00:00","9999-12-31 00:00:00",22629,"1700-01-01 00:00:00","9999-12-31 00:00:00",3935,-65.73333,-19.55,NA,NA,NA,NA,NA
"12317",85312,1700-01-01,9999-12-31,123726,"Monteagudo","1700-01-01 00:00:00","9999-12-31 00:00:00",22630,"1700-01-01 00:00:00","9999-12-31 00:00:00",992,-63.91666,-19.78333,NA,NA,NA,NA,NA
"12318",85315,1700-01-01,9999-12-31,123727,"Camiri","1700-01-01 00:00:00","9999-12-31 00:00:00",22631,"1700-01-01 00:00:00","9999-12-31 00:00:00",798,-63.53333,-20,NA,NA,NA,NA,NA
"12319",85345,1700-01-01,9999-12-31,123728,"Villamontes","1700-01-01 00:00:00","9999-12-31 00:00:00",22632,"1700-01-01 00:00:00","9999-12-31 00:00:00",398,-63.45,-21.25,NA,NA,NA,NA,NA
"12320",85364,1700-01-01,9999-12-31,123729,"Tarija","1700-01-01 00:00:00","9999-12-31 00:00:00",22633,"1700-01-01 00:00:00","9999-12-31 00:00:00",1854,-64.7,-21.55,NA,NA,NA,NA,NA
"12321",85365,1700-01-01,9999-12-31,123730,"Yacuiba","1700-01-01 00:00:00","9999-12-31 00:00:00",22634,"1700-01-01 00:00:00","9999-12-31 00:00:00",645,-63.65,-21.95,NA,NA,NA,NA,NA
"12322",85394,1700-01-01,9999-12-31,123731,"Bermejo","1700-01-01 00:00:00","9999-12-31 00:00:00",22635,"1700-01-01 00:00:00","9999-12-31 00:00:00",381,-64.31666,-22.76666,NA,NA,NA,NA,NA
"12323",85406,1700-01-01,9999-12-31,123732,"Arica","1700-01-01 00:00:00","9999-12-31 00:00:00",22636,"1700-01-01 00:00:00","9999-12-31 00:00:00",55,-70.33483,-18.35083,NA,NA,NA,NA,NA
"12324",85418,1700-01-01,9999-12-31,123733,"Iquique","1700-01-01 00:00:00","9999-12-31 00:00:00",22637,"1700-01-01 00:00:00","9999-12-31 00:00:00",48,-70.17833,-20.54666,NA,NA,NA,NA,NA
"12325",85432,1700-01-01,9999-12-31,123734,"Calama","1700-01-01 00:00:00","9999-12-31 00:00:00",22638,"1700-01-01 00:00:00","9999-12-31 00:00:00",2282,-68.90777,-22.49527,NA,NA,NA,NA,NA
"12326",85442,1700-01-01,9999-12-31,123735,"Antofagasta","1700-01-01 00:00:00","9999-12-31 00:00:00",22639,"1700-01-01 00:00:00","9999-12-31 00:00:00",113,-70.44083,-23.45027,NA,NA,NA,NA,NA
"12329",85467,1700-01-01,9999-12-31,125952,"Desierto De Atacama","1700-01-01 00:00:00","9999-12-31 00:00:00",25538,"1700-01-01 00:00:00","9999-12-31 00:00:00",210,-70.78194,-27.25944,NA,NA,NA,NA,NA
"12330",85469,1700-01-01,9999-12-31,123738,"Isla De Pascua","1700-01-01 00:00:00","9999-12-31 00:00:00",22642,"1700-01-01 00:00:00","9999-12-31 00:00:00",172,-109.42722,-27.16055,NA,NA,NA,NA,NA
"12333",85488,1700-01-01,9999-12-31,123741,"La Serena","1700-01-01 00:00:00","9999-12-31 00:00:00",22645,"1700-01-01 00:00:00","9999-12-31 00:00:00",142,-71.2005,-29.91716,NA,NA,NA,NA,NA
"12335",85574,1700-01-01,9999-12-31,123743,"Pudahuel","1700-01-01 00:00:00","9999-12-31 00:00:00",22647,"1700-01-01 00:00:00","9999-12-31 00:00:00",481,-70.79416,-33.39166,NA,NA,NA,NA,NA
"12336",85577,1700-01-01,9999-12-31,123744,"Quinta Normal","1700-01-01 00:00:00","9999-12-31 00:00:00",22648,"1700-01-01 00:00:00","9999-12-31 00:00:00",520,-70.6825,-33.445,NA,NA,NA,NA,NA
